日期,縣市,表燈非營業用電售電量(度),表燈非營業用電抄表戶數,表燈非營業用電佔比(%),表燈營業用電(住宅用)售電量(度),表燈營業用電(住宅用)抄表戶數,表燈營業用電(住宅用)用電佔比(%),無法歸類之家庭用電(電力用電)售電量(度),無法歸類之家庭用電(電力用電)抄表戶數,無法歸類之家庭用電(電力用電)用電佔比(%),合計
2016年07月,台南市,361796179,574441,0.0828,37392,8,0.0388,9518025,1281,0.0379,371351596
2016年07月,高雄市,610835884,891139,0.1397,69325,22,0.0719,26842286,4014,0.1069,637747495
2016年07月,宜蘭縣,80180273,133752,0.0183,0,0,0,1145322,250,0.0046,81325595
2016年07月,新竹縣,96478931,139862,0.0221,2353,2,0.0024,4729881,612,0.0188,101211165
2016年07月,苗栗縣,105697909,169153,0.0242,10785,5,0.0112,514664,122,0.002,106223358
2016年07月,彰化縣,219606006,387276,0.0502,6344,2,0.0066,1220830,280,0.0049,220833180
2016年07月,南投縣,66655345,128275,0.0152,23116,3,0.024,392659,110,0.0016,67071120
2016年07月,雲林縣,128821459,255995,0.0295,4229,3,0.0044,636003,163,0.0025,129461691
2016年07月,嘉義縣,87284234,172389,0.02,26103,8,0.0271,260379,79,0.001,87570716
2016年07月,屏東縣,164625000,275702,0.0377,37501,14,0.0389,1191769,248,0.0047,165854270
2016年07月,台東縣,34751369,55519,0.008,24734,3,0.0257,369539,70,0.0015,35145642
2016年07月,花蓮縣,56945685,85736,0.013,13673,3,0.0142,695519,135,0.0028,57654877
2016年07月,基隆市,57922498,85895,0.0133,12510,5,0.013,3895362,877,0.0155,61830370
2016年07月,新竹市,98453733,121687,0.0225,3258,2,0.0034,4957626,820,0.0197,103414617
2016年07月,嘉義市,51098557,76673,0.0117,0,0,0,1194790,249,0.0048,52293347
2016年07月,澎湖縣,18667267,21768,0.0043,0,0,0,171020,16,0.0007,18838287
2016年07月,金門縣,11546809,13666,0.0026,0,0,0,15654,30,0.0001,11562463
2016年07月,連江縣,2353071,1833,0.0005,0,0,0,11148,16,0,2364219
2016年07月,合計,4371063597,6228377,1,963866,163,1,251129636,34283,1,4623157099
2016年06月,新北市,585961355,886592,0.1638,133030,20,0.1467,66959231,9822,0.2876,653053616
2016年06月,台北市,373976398,492102,0.1046,141545,25,0.156,58486060,7668,0.2512,432604003
2016年06月,桃園市,357888288,583648,0.1001,69316,9,0.0764,20187395,3046,0.0867,378144999
2016年06月,台中市,439476643,725007,0.1229,306775,31,0.3382,31955100,4315,0.1372,471738518
2016年06月,台南市,318019573,570726,0.0889,36718,8,0.0405,9627442,1281,0.0413,327683733
2016年06月,高雄市,408450288,694598,0.1142,63893,24,0.0704,25616801,4005,0.11,434130982
2016年06月,宜蘭縣,66713446,135524,0.0187,0,0,0,1039222,250,0.0045,67752668
2016年06月,新竹縣,90643478,149876,0.0253,3905,3,0.0043,4328063,607,0.0186,94975446
2016年06月,苗栗縣,72006096,147456,0.0201,9055,5,0.01,486345,122,0.0021,72501496
2016年06月,彰化縣,191395014,376454,0.0535,8458,2,0.0093,1259373,280,0.0054,192662845
2016年06月,南投縣,76959339,155201,0.0215,21347,3,0.0235,373336,110,0.0016,77354022
2016年06月,雲林縣,110363304,260849,0.0309,4374,3,0.0048,600356,163,0.0026,110968034
2016年06月,嘉義縣,71817296,167452,0.0201,25165,8,0.0277,320288,80,0.0014,72162749
2016年06月,屏東縣,132083944,249866,0.0369,35519,14,0.0392,1089099,249,0.0047,133208562
2016年06月,台東縣,34270113,60819,0.0096,22005,3,0.0243,362440,70,0.0016,34654558
2016年06月,花蓮縣,53528894,90657,0.015,13255,3,0.0146,731064,134,0.0031,54273213
2016年06月,基隆市,54796609,98849,0.0153,11605,5,0.0128,3602082,878,0.0155,58410296
2016年06月,新竹市,70854663,107410,0.0198,1095,1,0.0012,4561373,812,0.0196,75417131
2016年06月,嘉義市,43787023,76190,0.0122,0,0,0,1100812,249,0.0047,44887835
2016年06月,澎湖縣,13313173,22043,0.0037,0,0,0,150111,16,0.0006,13463284
2016年06月,金門縣,8230324,11586,0.0023,0,0,0,15137,30,0.0001,8245461
2016年06月,連江縣,1838495,2097,0.0005,0,0,0,9139,16,0,1847634
2016年06月,合計,3576373756,6065002,1,907060,167,1,232860269,34203,1,3810141085
2016年05月,新北市,537390041,896971,0.1646,128128,18,0.1474,67054036,9802,0.2872,604572205
2016年05月,台北市,345511353,523426,0.1059,128239,24,0.1475,56445922,7655,0.2418,402085514
2016年05月,桃園市,286310937,487723,0.0877,55107,8,0.0634,20204107,3031,0.0865,306570151
2016年05月,台中市,393853065,722703,0.1207,297585,33,0.3423,32187255,4304,0.1379,426337905
2016年05月,台南市,271441961,573355,0.0832,45064,9,0.0518,9930787,1280,0.0425,281417812
2016年05月,高雄市,442708607,889456,0.1356,61795,22,0.0711,26930954,3998,0.1154,469701356
2016年05月,宜蘭縣,61159434,133451,0.0187,0,0,0,1083174,248,0.0046,62242608
2016年05月,新竹縣,74616234,139147,0.0229,2475,2,0.0028,4380223,605,0.0188,78998932
2016年05月,苗栗縣,76515063,167724,0.0234,9076,5,0.0104,489496,119,0.0021,77013635
2016年05月,彰化縣,170539334,386363,0.0522,6595,2,0.0076,1277810,282,0.0055,171823739
2016年05月,南投縣,58605821,127947,0.018,20041,4,0.0231,411508,110,0.0018,59037370
2016年05月,雲林縣,98898798,255562,0.0303,3839,3,0.0044,623810,163,0.0027,99526447
2016年05月,嘉義縣,68485944,172023,0.021,24811,8,0.0285,345089,80,0.0015,68855844
2016年05月,屏東縣,126951042,275251,0.0389,35841,14,0.0412,1109258,249,0.0048,128096141
2016年05月,台東縣,27991947,55389,0.0086,23044,3,0.0265,440391,73,0.0019,28455382
2016年05月,花蓮縣,44775293,85390,0.0137,13775,3,0.0158,808474,135,0.0035,45597542
2016年05月,基隆市,43922755,85847,0.0135,11581,5,0.0133,3763094,878,0.0161,47697430
2016年05月,新竹市,70038573,121003,0.0215,2432,2,0.0028,4692531,811,0.0201,74733536
2016年05月,嘉義市,39078461,76376,0.012,0,0,0,1090665,248,0.0047,40169126
2016年05月,澎湖縣,13628546,21774,0.0042,0,0,0,150064,16,0.0006,13778610
2016年05月,金門縣,9172426,13492,0.0028,0,0,0,15078,30,0.0001,9187504
2016年05月,連江縣,2325360,1824,0.0007,0,0,0,9014,16,0,2334374
2016年05月,合計,3263920995,6212197,1,869428,165,1,233442740,34133,1,3498233163
2016年04月,新北市,517266492,884591,0.1692,101743,19,0.1424,58928454,9785,0.2886,576296689
2016年04月,台北市,316859067,491716,0.1036,100722,25,0.141,48628128,7639,0.2381,365587917
2016年04月,桃園市,345030740,581885,0.1128,43851,7,0.0614,17924104,3012,0.0878,362998695
2016年04月,台中市,372389510,723347,0.1218,259752,33,0.3637,28154889,4291,0.1379,400804151
2016年04月,台南市,252840370,569819,0.0827,28457,9,0.0398,8694703,1279,0.0426,261563530
2016年04月,高雄市,299947911,692946,0.0981,49837,22,0.0698,23798355,3986,0.1165,323796103
2016年04月,宜蘭縣,61287262,134436,0.02,0,0,0,1027318,247,0.005,62314580
2016年04月,新竹縣,84657973,149172,0.0277,3827,2,0.0054,3864644,599,0.0189,88526444
2016年04月,苗栗縣,64108704,147053,0.021,7018,5,0.0098,400507,118,0.002,64516229
2016年04月,彰化縣,166583552,375386,0.0545,7440,2,0.0104,1082918,282,0.0053,167673910
2016年04月,南投縣,71325546,154842,0.0233,14906,4,0.0209,350628,110,0.0017,71691080
2016年04月,雲林縣,91913044,260184,0.0301,3389,3,0.0047,502732,163,0.0025,92419165
2016年04月,嘉義縣,59837820,167263,0.0196,21742,8,0.0304,282409,80,0.0014,60141971
2016年04月,屏東縣,104047749,249465,0.034,29646,14,0.0415,930996,250,0.0046,105008391
2016年04月,台東縣,29367083,60717,0.0096,20437,3,0.0286,334170,73,0.0016,29721690
2016年04月,花蓮縣,48144038,90362,0.0157,10566,3,0.0148,722978,135,0.0035,48877582
2016年04月,基隆市,52647808,96845,0.0172,10261,4,0.0144,3306038,878,0.0162,55964107
2016年04月,新竹市,61688616,107163,0.0202,651,1,0.0009,4167849,802,0.0204,65857116
2016年04月,嘉義市,36421293,76065,0.0119,0,0,0,958569,248,0.0047,37379862
2016年04月,澎湖縣,11520017,22005,0.0038,0,0,0,113157,16,0.0006,11633174
2016年04月,金門縣,8068397,11390,0.0026,0,0,0,14014,30,0.0001,8082411
2016年04月,連江縣,1723586,2094,0.0006,0,0,0,5646,16,0,1729232
2016年04月,合計,3057676578,6048746,1,714245,164,1,204193206,34039,1,3262584029
2016年03月,新北市,523764958,895317,0.1687,95853,18,0.1364,60395272,9777,0.2909,584256083
2016年03月,台北市,335816300,522732,0.1081,99034,24,0.141,48120974,7630,0.2318,384036308
2016年03月,桃園市,293204667,485959,0.0944,49067,7,0.0698,18266698,2964,0.088,311520432
2016年03月,台中市,374303380,720206,0.1205,240824,34,0.3428,29316082,4287,0.1412,403860286
2016年03月,台南市,249415185,572397,0.0803,28340,9,0.0403,8395594,1279,0.0404,257839119
2016年03月,高雄市,383685097,887204,0.1235,52545,21,0.0748,24681957,3981,0.1189,408419599
2016年03月,宜蘭縣,60703253,133297,0.0195,0,0,0,1079558,245,0.0052,61782811
2016年03月,新竹縣,74676216,138605,0.024,0,0,0,3874974,592,0.0187,78551190
2016年03月,苗栗縣,75126045,167153,0.0242,4272,4,0.0061,421505,117,0.002,75551822
2016年03月,彰化縣,164040694,385487,0.0528,4856,2,0.0069,1087161,281,0.0052,165132711
2016年03月,南投縣,58103844,127574,0.0187,16818,4,0.0239,424442,110,0.002,58545104
2016年03月,雲林縣,92316377,254890,0.0297,4206,3,0.006,558865,163,0.0027,92879448
2016年03月,嘉義縣,65658355,171761,0.0211,21065,8,0.03,279786,80,0.0013,65959206
2016年03月,屏東縣,112895816,274807,0.0364,33133,13,0.0472,998131,249,0.0048,113927080
2016年03月,台東縣,26273235,55315,0.0085,24859,3,0.0354,340619,73,0.0016,26638713
2016年03月,花蓮縣,41938301,85124,0.0135,14666,3,0.0209,807383,135,0.0039,42760350
2016年03月,基隆市,44471350,85811,0.0143,10752,4,0.0153,3297970,840,0.0159,47780072
2016年03月,新竹市,68131857,119997,0.0219,2224,2,0.0032,4171278,797,0.0201,72305359
2016年03月,嘉義市,36140160,76247,0.0116,0,0,0,981192,248,0.0047,37121352
2016年03月,澎湖縣,13168609,21715,0.0042,0,0,0,108114,16,0.0005,13276723
2016年03月,金門縣,9311949,13430,0.003,0,0,0,9520,29,0,9321469
2016年03月,連江縣,2391408,1818,0.0008,0,0,0,7137,16,0,2398545
2016年03月,合計,3105537056,6196846,1,702514,159,1,207624212,33909,1,3313863782
2016年02月,新北市,484319896,884037,0.1692,91870,19,0.1387,54158948,9771,0.2909,538570714
2016年02月,台北市,301690851,491277,0.1054,100432,27,0.1516,43878550,7624,0.2357,345669833
2016年02月,桃園市,321591085,577025,0.1123,36308,7,0.0548,16879024,2957,0.0907,338506417
2016年02月,台中市,349459822,721638,0.1221,246746,33,0.3726,25712103,4278,0.1381,375418671
2016年02月,台南市,239155923,568180,0.0835,25561,9,0.0386,7146771,1274,0.0384,246328255
2016年02月,高雄市,286280571,691784,0.1,47581,23,0.0718,22001269,3976,0.1182,308329421
2016年02月,宜蘭縣,59000594,134097,0.0206,0,0,0,925262,245,0.005,59925856
2016年02月,新竹縣,77264280,147996,0.027,1600,1,0.0024,3563596,594,0.0191,80829476
2016年02月,苗栗縣,59174840,146706,0.0207,3605,4,0.0054,391529,117,0.0021,59569974
2016年02月,彰化縣,153455951,374911,0.0536,6769,2,0.0102,948840,281,0.0051,154411560
2016年02月,南投縣,65915751,154529,0.023,13097,4,0.0198,337461,110,0.0018,66266309
2016年02月,雲林縣,80621877,259794,0.0282,3503,3,0.0053,465834,163,0.0025,81091214
2016年02月,嘉義縣,54890983,166811,0.0192,20750,8,0.0313,211990,80,0.0011,55123723
2016年02月,屏東縣,97300065,249132,0.034,26575,13,0.0401,860769,249,0.0046,98187409
2016年02月,台東縣,27638043,60713,0.0097,16715,3,0.0252,289451,73,0.0016,27944209
2016年02月,花蓮縣,44951704,90087,0.0157,11067,3,0.0167,603537,135,0.0032,45566308
2016年02月,基隆市,49082343,96847,0.0171,9417,4,0.0142,2801276,840,0.015,51893036
2016年02月,新竹市,57598033,106776,0.0201,720,1,0.0011,3930284,795,0.0211,61529037
2016年02月,嘉義市,33782635,75938,0.0118,0,0,0,945737,248,0.0051,34728372
2016年02月,澎湖縣,10401477,21930,0.0036,0,0,0,89729,16,0.0005,10491206
2016年02月,金門縣,7560184,11256,0.0026,0,0,0,9404,29,0.0001,7569588
2016年02月,連江縣,1757047,2082,0.0006,0,0,0,6960,15,0,1764007
2016年02月,合計,2862893955,6033546,1,662316,164,1,186158324,33870,1,3049714595
2016年01月,新北市,480957161,894422,0.1652,129903,20,0.1632,59439567,9759,0.2892,540526631
2016年01月,台北市,311607737,522352,0.107,110085,25,0.1383,49047992,7618,0.2386,360765814
2016年01月,桃園市,258927420,483919,0.0889,48241,7,0.0606,18377426,2927,0.0894,277353087
2016年01月,台中市,352226454,717565,0.121,280504,35,0.3525,28108012,4268,0.1367,380614970
2016年01月,台南市,240426133,569898,0.0826,30129,9,0.0379,8123724,1273,0.0395,248579986
2016年01月,高雄市,390110928,885415,0.134,57381,21,0.0721,24447445,3966,0.1189,414615754
2016年01月,宜蘭縣,56472273,132859,0.0194,0,0,0,1045200,244,0.0051,57517473
2016年01月,新竹縣,64574573,137691,0.0222,6390,1,0.008,3954450,587,0.0192,68535413
2016年01月,苗栗縣,68321895,166315,0.0235,3966,4,0.005,416634,115,0.002,68742495
2016年01月,彰化縣,150341115,384529,0.0516,6880,2,0.0086,1084582,282,0.0053,151432577
2016年01月,南投縣,54022860,127256,0.0186,15485,4,0.0195,373087,110,0.0018,54411432
2016年01月,雲林縣,84872830,254474,0.0291,3596,3,0.0045,520580,163,0.0025,85397006
2016年01月,嘉義縣,60737650,171557,0.0209,24582,7,0.0309,250618,80,0.0012,61012850
2016年01月,屏東縣,113217072,274058,0.0389,30306,13,0.0381,963542,251,0.0047,114210920
2016年01月,台東縣,25458990,55090,0.0087,22163,3,0.0279,323181,73,0.0016,25804334
2016年01月,花蓮縣,40637903,84787,0.014,13232,3,0.0166,708893,134,0.0034,41360028
2016年01月,基隆市,40644483,85682,0.014,10570,4,0.0133,3131717,837,0.0152,43786770
2016年01月,新竹市,61343740,119308,0.0211,2384,2,0.003,4128785,785,0.0201,65474909
2016年01月,嘉義市,34145683,76097,0.0117,0,0,0,986479,249,0.0048,35132162
2016年01月,澎湖縣,12297095,21603,0.0042,0,0,0,101168,16,0.0005,12398263
2016年01月,金門縣,8310356,13319,0.0029,0,0,0,9712,29,0,8320068
2016年01月,連江縣,1989390,1750,0.0007,0,0,0,6105,13,0,1995495
2016年01月,合計,2911643741,6179946,1,795797,163,1,205548899,33779,1,3117988437
